SN,country,points,price,province,region_1,variety,winery
25505,France,90,55,Champagne,Champagne,Champagne Blend,Mailly Grand Cru
25506,Portugal,90,33,Port,,Port,Taylor Fladgate
25507,US,90,22,California,Napa Valley,Sparkling Blend,Mumm Napa
25508,Spain,90,24,Northern Spain,Bierzo,Mencía,Abad Dom Bueno
25509,US,90,125,Oregon,Chehalem Mountains,Pinot Noir,Adelsheim
25510,US,90,39,California,Pine Mountain-Cloverdale Peak,Tempranillo,Imagery
25511,US,90,40,Washington,Red Mountain,Cabernet Sauvignon,Canvasback
25512,US,90,36,California,Los Carneros,Pinot Noir,Castello di Amorosa
25513,Austria,90,23,Niederösterreich,,White Blend,Dürnberg
25514,US,90,65,California,Napa Valley,Cabernet Sauvignon,Janzen
25515,US,90,33,California,Sonoma Coast,Chardonnay,Keller Estate
25516,US,90,59,California,Sonoma Coast,Pinot Noir,La Pitchoune
25517,US,90,20,California,San Luis Obispo County,Pinot Gris,Derby
25518,Italy,90,60,Southern Italy,Castel del Monte,Nero di Troia,Rivera
25519,Austria,90,40,Südsteiermark,,Sauvignon Blanc,Skoff
25520,Canada,90,20,British Columbia,Okanagan Valley,Chasselas,St. Hubertus
25521,Canada,90,19,British Columbia,Okanagan Valley,Pinot Gris,Tinhorn Creek
25522,Chile,90,17,Bío Bío Valley,,Chardonnay,Veranda
25523,Italy,90,50,Southern Italy,Salice Salentino,Red Blend,Leone de Castris
25524,France,90,17,Southwest France,Cahors,Malbec,Lionel Osmin & Cie
25525,Italy,90,17,Piedmont,Coste della Sesia,Red Blend,Nervi
25526,US,90,17,New York,Finger Lakes,Riesling,Anthony Road
25527,Canada,90,50,British Columbia,Okanagan Valley,Carmenère,Black Hills
25528,Chile,90,50,Maule Valley,,Cabernet Sauvignon,Viña Casas Patronales
25529,Australia,90,69,South Australia,South Australia,Cabernet Sauvignon,Penfolds
25530,US,90,15,California,Mendocino County,Merlot,Bonterra
25531,US,90,45,California,Lake County,Tempranillo,Six Sigma Ranch
25532,Australia,90,20,South Australia,McLaren Vale,Cabernet Sauvignon,Mitolo
25533,Italy,90,30,Southern Italy,Puglia,Primitivo,Amastuola
25534,US,90,25,California,Sta. Rita Hills,Pinot Gris,Babcock
25535,France,90,25,Southwest France,Cahors,Malbec,Jean-Luc Baldès
25536,France,90,38,Loire Valley,Vouvray,Chenin Blanc,Domaine Vincent Carême
25537,Canada,90,35,British Columbia,Okanagan Valley,Syrah,Church & State
25538,US,90,16,California,Livermore Valley,Petite Sirah,Concannon
25539,Chile,83,13,Casablanca Valley,,Pinot Noir,William Cole
25540,Chile,83,15,Colchagua Valley,,Carmenère,Viña Bisquertt
25541,Chile,83,13,Rapel Valley,,Cabernet Sauvignon,Château Los Boldos
25542,Chile,83,35,Leyda Valley,,Syrah,Amayna
25543,US,83,32,California,Arroyo Seco,Pinot Noir,Scott Family
25544,Chile,83,16,Maipo Valley,,Chardonnay,Cousiño-Macul
25545,Austria,83,24,Carnuntum,,Zweigelt,Netzl
25546,US,83,20,California,Napa Valley,Red Blend,Peju
25547,US,83,12,New York,Finger Lakes,Chardonnay,Nearly Naked
25548,US,83,11,California,California,Red Blend,Bogle
25549,Chile,83,10,Cachapoal Valley,,Merlot,Santa Ema
25550,Chile,83,13,Colchagua Valley,,Chardonnay,Siegel
25551,US,83,10,California,California,Syrah,McManis
25552,Chile,83,12,Maule Valley,,White Blend,Oveja Negra
25553,Austria,83,15,Wagram-Donauland,,Zweigelt,Fritsch
25554,US,83,39,California,Napa Valley,Cabernet Franc,Hagafen
25555,Austria,83,24,Burgenland,,Blaufränkisch,Höpler
25556,US,83,12,Washington,Washington,Pinot Gris,B. Lovely
25557,Chile,83,10,Bío Bío Valley,,Pinot Noir,Santa Alicia
25558,Austria,83,23,Burgenland,,Zweigelt,Preisinger
25559,US,83,25,California,Carneros,Pinot Noir,Educated Guess
25560,Italy,83,25,Central Italy,Rosso Piceno Superiore,Red Blend,Clara Marcelli
25561,France,82,16,Alsace,Crémant d'Alsace,Sparkling Blend,Rieflé
25562,US,82,20,California,California,Chardonnay,Acronym
25563,US,82,18,California,Russian River Valley,Pinot Noir,Castle Rock
25564,US,82,28,California,California,Red Blend,Kobler
25565,US,82,22,California,Santa Maria Valley,Pinot Noir,Bianchi
25566,France,82,20,Alsace,Alsace,Riesling,Wunsch & Mann
25567,France,88,15,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Chateau le Grand Verdus
25568,Italy,88,24,Tuscany,Chianti Classico,Red Blend,Collazzi
25569,US,88,10,California,California,Merlot,Fetzer
25570,US,88,18,Washington,Walla Walla Valley (WA),Red Blend,Foundry Vineyards
25571,Spain,88,11,Central Spain,Vino de la Tierra de Castilla,Tempranillo,Venta Morales
25572,New Zealand,88,18,Marlborough,,Sauvignon Blanc,Kennedy Point
25573,Spain,88,20,Catalonia,Cava,Sparkling Blend,Marqués de Gelida
25574,Italy,88,10,Tuscany,Chianti,Red Blend,Agricola Tamburini
25575,Italy,88,25,Tuscany,Chianti Superiore,Red Blend,Donatella Cinelli Colombini
25576,France,88,43,Champagne,Champagne,Chardonnay,Goutorbe-Bouillot
25577,US,88,25,Washington,Columbia Valley (WA),Rosé,Gramercy
25578,Austria,88,11,Weinland Österreich,,Red Blend,Höpler
25579,Austria,88,15,Wagram,,Grüner Veltliner,Josef Ehmoser
25580,US,88,45,California,Sonoma Valley,Zinfandel,Kunde
25581,US,88,33,California,Paso Robles,Merlot,Le Vigne
25582,Austria,88,15,Burgenland,,Weissburgunder,Lenz Moser
25583,US,88,45,California,Sonoma Coast,Pinot Noir,Les Voleurs
25584,US,88,58,California,Sonoma Coast,Pinot Noir,Malk
25585,Italy,88,18,Tuscany,Chianti Classico,Red Blend,Melini
25586,Austria,88,11,Niederösterreich,,Grüner Veltliner,Nastl
25587,US,88,110,California,Napa Valley,Cabernet Sauvignon,Patel
25588,Italy,88,15,Tuscany,Chianti,Red Blend,Piccini
25589,Italy,88,30,Tuscany,Chianti Rufina,Red Blend,Podere il Pozzo
25590,Italy,88,45,Tuscany,Chianti Classico,Red Blend,Poggio Borgoni
25591,US,88,25,California,Happy Canyon of Santa Barbara,Cabernet Sauvignon,Pugilist
25592,US,88,59,California,Carneros,Merlot,Ramspur
25593,US,88,20,New York,North Fork of Long Island,Sauvignon Blanc,Raphael
25594,US,88,23,California,Napa Valley,Merlot,Robert Mondavi
25595,US,88,72,California,Oakville,Cabernet Sauvignon,Saddleback
25596,Austria,88,20,Burgenland,,Zweigelt,Sepp Moser
25597,Spain,87,12,Levante,Valencia,Tempranillo-Shiraz,Vicente Gandia
25598,Spain,87,12,Levante,Valencia,Chardonnay-Sauvignon Blanc,Vicente Gandia
25599,US,87,13,Washington,Columbia Valley (WA),Chardonnay,Waterbrook
25600,US,87,32,California,Sonoma Coast,Pinot Noir,Zepaltas
25601,Italy,87,35,Tuscany,Brunello di Montalcino,Sangiovese,Albatreti
25602,US,87,22,New York,Finger Lakes,Red Blend,Anthony Road
25603,US,87,26,California,Paso Robles,Sangiovese,August Ridge
25604,US,87,28,New York,Seneca Lake,Riesling,Bellangelo
25605,Moldova,87,9,Moldova,,Merlot,Bostavan
25606,US,87,95,California,Napa Valley,Cabernet Sauvignon-Sangiovese,Andretti
25607,Italy,87,40,Tuscany,Vin Santo del Chianti Classico,White Blend,Bibbiano
25608,Italy,87,40,Tuscany,Brunello di Montalcino,Sangiovese,Bonacchi
25609,Italy,87,29,Tuscany,Chianti Classico,Red Blend,Casa Sola
25610,Spain,87,20,Northern Spain,Rioja,Tempranillo,Conde Bel
25611,Italy,87,26,Tuscany,Vino Nobile di Montepulciano,Red Blend,La Ciarliana
25612,Italy,87,35,Tuscany,Vino Nobile di Montepulciano,Red Blend,Le Bèrne
25613,US,87,30,California,Lodi,Cabernet Sauvignon,Loft
25614,Italy,87,19,Tuscany,Chianti Classico,Red Blend,Monterotondo
25615,Italy,87,45,Tuscany,Chianti Classico,Red Blend,Principe Corsini
25616,Slovenia,87,11,Štajerska,,Moscato,Puklavec & Friends
25617,Italy,87,14,Tuscany,Chianti Classico,Red Blend,Villa Montignana
25618,Slovenia,87,36,Slovenia,,Riesling,Vino Kupljen
25619,US,87,33,California,Chalk Hill,Cabernet Sauvignon,Balverne
25620,Turkey,87,15,Turkey,,Karalahna,Çamlibağ
25621,Italy,87,30,Tuscany,Brunello di Montalcino,Sangiovese,Canneta
25622,France,87,25,Burgundy,Bourgogne,Pinot Noir,Château de Santenay
25623,France,87,15,Loire Valley,Coteaux du Giennois,Sauvignon Blanc,Clement et Florian Berthier
25624,US,87,24,California,Monterey County,Chardonnay,Clos La Chance
25625,Italy,87,50,Tuscany,Brunello di Montalcino,Sangiovese,Collosorbo
25626,Italy,91,75,Piedmont,Barolo,Nebbiolo,Fratelli Alessandria
25627,Germany,91,23,Mosel,,Riesling,Friedrich-Wilhelm-Gymnasium
25628,US,91,50,California,Knights Valley,Cabernet Sauvignon,Galerie
25629,Spain,91,22,Galicia,Rías Baixas,Albariño,Granbazán
25630,US,91,45,California,Napa Valley,Sauvignon Blanc,Grieve
25631,Portugal,91,130,Alentejano,,Alicante Bouschet,Herdade do Rocim
25632,US,91,38,California,Paso Robles Willow Creek District,Rhône-style White Blend,Jada Vineyard & Winery
25633,US,91,30,Oregon,Willamette Valley,Pinot Noir,La Crema
25634,US,91,22,California,Knights Valley,Syrah,Lawer
25635,Italy,91,90,Piedmont,Barolo,Nebbiolo,Marchesi di Barolo
25636,US,91,60,California,Napa Valley,Cabernet Sauvignon,Michael Mondavi Family Estate
25637,Italy,91,115,Piedmont,Barolo,Nebbiolo,Oddero
25638,US,91,55,California,Russian River Valley,Pinot Noir,Small Vines
25639,Portugal,91,30,Alentejano,,Rhône-style Red Blend,Terras de Alter
25640,Portugal,91,14,Alentejano,,Aragonês,Terras de Alter
25641,US,91,48,California,Santa Lucia Highlands,Chardonnay,Testarossa
25642,US,91,40,California,Russian River Valley,Chardonnay,Thomas George
25643,Germany,91,39,Rheinhessen,,Silvaner,Thörle
25644,Italy,91,60,Piedmont,Barolo,Nebbiolo,Vite Colte
25645,US,91,50,California,Santa Maria Valley,Chardonnay,Wedell Cellars
25646,US,91,48,Oregon,Dundee Hills,Pinot Noir,Winderlea
25647,France,91,54,Champagne,Champagne,Chardonnay,A.R. Lenoble 
25648,Portugal,91,42,Alentejo,,Portuguese Red,Adega Cooperativa de Borba
25649,US,91,50,Oregon,Willamette Valley,Sparkling Blend,Argyle
25650,Israel,91,40,Golan Heights,,Cabernet Sauvignon,Bazelet HaGolan
25651,US,91,40,California,Santa Lucia Highlands,Chardonnay,Bernardus
25652,US,91,42,Oregon,Willamette Valley,Pinot Noir,Big Table Farm
25653,Italy,91,85,Piedmont,Barolo,Nebbiolo,Icardi
25654,Spain,91,32,Northern Spain,Ribera del Duero,Tempranillo,Matarromera
25655,France,89,18,Loire Valley,Muscadet Sèvre et Maine,Melon,Lieubeau
25656,Italy,89,28,Northeastern Italy,Friuli Isonzo,Pinot Grigio,Lis Neris
25657,Italy,89,28,Northeastern Italy,Friuli Isonzo,Chardonnay,Lis Neris
25658,US,89,35,California,Sonoma County,Cabernet Sauvignon,Ghost Waltz
25659,US,89,22,Oregon,Rogue Valley,Red Blend,J. Scott Cellars
25660,Italy,89,23,Northeastern Italy,Collio,White Blend,Marco Felluga
25661,Italy,89,19,Lombardy,Lugana,Turbiana,Pasini San Giovanni
25662,Spain,89,50,Catalonia,Priorat,Red Blend,Mas d'en Gil
25663,Chile,89,28,San Antonio,,Syrah,Matetic
25664,Australia,89,20,South Australia,Coonawarra,Chardonnay,Penley Estate
25665,Chile,89,24,Peumo,,Carmenère,Valdivieso
25666,Spain,89,16,Catalonia,Costers del Segre,Red Blend,Clos Pons
25667,Italy,89,23,Northwestern Italy,Valle d'Aosta,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
25668,Italy,89,20,Northeastern Italy,Venezia Giulia,Pinot Grigio,Attems
25669,Italy,89,20,Veneto,Soave Classico,Garganega,Ca' Rugate
25670,Germany,89,38,Rheingau,,Riesling,Domdechant Werner
25671,France,89,16,Loire Valley,Muscadet Sèvre et Maine,Melon,Gadais Père et Fils
25672,US,89,38,Oregon,Umpqua Valley,Syrah,Girardet
25673,US,89,42,Oregon,Eola-Amity Hills,Pinot Noir,Iota Cellars
25674,Italy,89,43,Northeastern Italy,Venezia Giulia,White Blend,Lis Neris
25675,US,89,32,California,Arroyo Seco,Pinot Noir,Scott Family
25676,US,89,35,California,Santa Maria Valley,Pinot Noir,Au Bon Climat
25677,Italy,89,25,Lombardy,Lugana,Turbiana,CàMaiol
25678,Spain,89,30,Catalonia,Priorat,Red Blend,Clos Figueras
25679,France,89,20,Loire Valley,Menetou-Salon,Sauvignon Blanc,Domaine de l'Ermitage
25680,France,89,21,Loire Valley,Sancerre,Sauvignon Blanc,Domaine de Rome
25681,France,89,19,Loire Valley,Muscadet Côtes de Grandlieu,Melon,Domaine du Haut Bourg
25682,Australia,89,17,South Australia,Eden Valley,Riesling,Pewsey Vale
25683,US,87,25,California,Russian River Valley,Pinot Noir,Publix
25684,Chile,87,18,Leyda Valley,,Chardonnay,Santa Rita
25685,US,87,35,California,Paso Robles,Rhône-style Red Blend,Star Angel by Montes
25686,Italy,87,16,Tuscany,Chianti,Sangiovese,Tenuta Santo Pietro
25687,US,87,19,California,Carneros,Syrah,Varda
25688,Chile,87,18,Bío Bío Valley,,Pinot Noir,Veranda
25689,Italy,87,13,Veneto,Soave,White Blend,Villa Canestrari
25690,US,87,45,Oregon,Eola-Amity Hills,Chardonnay,Willamette Valley Vineyards
25691,Italy,87,18,Northeastern Italy,Alto Adige Valle Isarco,Gewürztraminer,Cantina Valle Isarco
25692,France,87,35,Southwest France,Bergerac,Bordeaux-style Red Blend,Château le Castellot
25693,France,87,15,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Château Petit-Freylon
25694,US,87,17,Oregon,Chehalem Mountains,Pinot Gris,A Blooming Hill Vineyard
25695,US,86,25,California,Paicines,Cabernet Sauvignon,Donati
25696,US,86,20,Oregon,Oregon,Pinot Noir,Duck Pond
25697,US,86,48,California,Santa Lucia Highlands,Pinot Noir,Due Cani
25698,US,86,75,California,Napa Valley,Bordeaux-style Red Blend,Flora Springs
25699,US,86,21,California,Russian River Valley,Sauvignon Blanc,Geyser Peak
25700,Italy,86,18,Northeastern Italy,Alto Adige,Pinot Grigio,Girlan
25701,US,86,22,California,Monterey-Santa Barbara,Chardonnay,Kendall-Jackson
25702,Italy,86,22,Tuscany,Rosso di Montepulciano,Red Blend,La Calonica
25703,US,86,22,California,El Dorado,Zinfandel,Lava Cap
25704,US,86,23,California,Central Coast,Pinot Noir,MacMurray Ranch
25705,Italy,86,9,Northeastern Italy,Vigneti delle Dolomiti,Chardonnay,Mezzacorona
25706,Portugal,86,8,Tejo,,Portuguese Red,Casal da Coelheira
25707,US,86,33,California,Lake County,Chardonnay,Chacewater
25708,France,86,25,Bordeaux,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Côte Montpezat
25709,US,89,32,California,Sta. Rita Hills,Pinot Noir,Longoria
25710,Spain,89,17,Central Spain,La Mancha,Tempranillo,Volver
25711,Spain,89,95,Northern Spain,Rioja,Tempranillo Blend,Pujanza
25712,US,89,12,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Renegade
25713,US,89,50,California,Sta. Rita Hills,Chardonnay,Roblar
25714,Turkey,89,18,Aegean,,Sauvignon Blanc,Sevilen
25715,Israel,89,60,Judean Hills,,Bordeaux-style Red Blend,Shiloh Winery
25716,US,89,30,Washington,Columbia Valley (WA),Chardonnay,Sparkman
25717,US,89,10,Washington,Columbia Valley (WA),Syrah,StoneCap
25718,US,89,31,Washington,Columbia Valley (WA),Red Blend,Stottle
25719,Israel,89,15,Galilee,,Shiraz,Tabor
25720,US,89,35,Washington,Wahluke Slope,Syrah,Two Vintners
25721,France,89,40,Burgundy,Pouilly-Fuissé,Chardonnay,Domaine Ferret
25722,France,89,38,Burgundy,Savigny-lès-Beaune,Pinot Noir,Domaine Jean Petitot et Fils
25723,France,89,250,Burgundy,Saint-Véran,Chardonnay,Domaine Sophie Cinier
25724,US,89,22,Washington,Columbia Valley (WA),Red Blend,Foundry Vineyards
25725,US,89,27,California,Carneros,Pinot Noir,Gloria Ferrer
25726,US,89,22,California,Lodi,Zinfandel,Harney Lane
25727,US,89,40,Washington,Columbia Valley (WA),Chardonnay,Buty
25728,US,89,25,California,Santa Lucia Highlands,Dornfelder,Cambiata
25729,France,89,24,Burgundy,Marsannay,Pinot Noir,Chanson Père et Fils
25730,Greece,89,15,Naoussa,,Xinomavro,Chrisohoou
25731,US,89,39,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Adams Bench
25732,US,89,60,Washington,Yakima Valley,Cabernet Sauvignon,Adams Bench
25733,Spain,89,21,Catalonia,Cava,Sparkling Blend,Alta Alella
25734,Italy,89,20,Sicily & Sardinia,Salina,Red Blend,Hauner
25735,US,89,25,California,Santa Ynez Valley,G-S-M,Demetria
25736,France,89,55,Burgundy,Pouilly-Fuissé,Chardonnay,Domaine Ferret
25737,US,90,16,California,Livermore Valley,Petite Sirah,Concannon
25738,US,90,43,California,Napa Valley,Chardonnay,Darioush
25739,US,90,50,California,Carneros,Pinot Noir,Gloria Ferrer
25740,France,90,46,Champagne,Champagne,Chardonnay,Gremillet
25741,US,90,85,California,Napa Valley,White Blend,Grgich Hills
25742,Chile,90,20,Colchagua Valley,,Cabernet Franc,Maquis
25743,US,90,35,California,Sonoma Coast,Pinot Noir,Martin Ray
25744,US,90,48,California,Alexander Valley,Cabernet Sauvignon,Respite
25745,US,90,20,Washington,Columbia Valley (WA),Chardonnay,Ryan Patrick
25746,Chile,90,20,Maipo Valley,,Cabernet Sauvignon,Santa Carolina
25747,Austria,90,25,Burgenland,,Red Blend,Münzenrieder
25748,Italy,90,16,Piedmont,Erbaluce di Caluso,Erbaluce,Nervi
25749,US,90,25,California,Napa County,Cabernet Sauvignon,Oberon
25750,Italy,90,36,Southern Italy,Primitivo di Manduria,Primitivo,Ognissole
25751,US,90,56,California,Sonoma Coast,Pinot Noir,Pali
25752,Austria,90,40,Südsteiermark,,Sauvignon Blanc,Skoff
25753,US,90,55,California,Russian River Valley,Cabernet Sauvignon,St. Francis
25754,Austria,90,29,Kamptal,,Grüner Veltliner,Steininger
25755,Austria,90,42,Wachau,,Riesling,Tegernseerhof
25756,US,90,50,California,Napa Valley,Meritage,Trinchero
25757,US,90,24,California,Paso Robles,Viognier,Tuxedo Cellars
25758,US,90,125,California,Diamond Mountain District,Cabernet Sauvignon,Vineyard 511
25759,US,90,34,Washington,Columbia Valley (WA),Red Blend,Walla Walla Vintners
25760,US,90,48,Washington,Columbia Valley (WA),Cabernet Sauvignon,Wautoma
25761,Italy,90,30,Southern Italy,Puglia,Primitivo,Amastuola
25762,US,90,25,California,Sta. Rita Hills,Pinot Gris,Babcock
25763,Italy,90,30,Piedmont,Barbera d'Alba,Barbera,Cantina del Pino
25764,US,90,36,California,Amador County,Barbera,Borjón
25765,Australia,90,19,South Australia,Barossa,Grenache,Yalumba
25766,South Africa,90,55,Hemel en Aarde,,Pinot Noir,Bouchard Finlayson
25767,US,83,30,California,Sonoma,Sauvignon Blanc,Delectus
25768,Argentina,83,15,Mendoza Province,Uco Valley,Malbec,Doña Paula
25769,France,83,63,Champagne,Champagne,Champagne Blend,Bertrand-Delespierre
25770,US,83,17,California,Carneros,Chardonnay,Educated Guess
25771,Portugal,83,8,Tejo,,Rosé,Quinta da Alorna
25772,US,83,15,Oregon,Willamette Valley,Pinot Noir,Cardwell Hill
25773,France,83,15,Beaujolais,Beaujolais Blanc,Chardonnay,Domaine Pral
25774,France,83,12,Beaujolais,Beaujolais,Gamay,Georges Duboeuf
25775,Spain,83,12,Northern Spain,Rioja,Tempranillo Blend,Gorrebusto
25776,Spain,83,27,Levante,Valencia,Forcallà,Rafael Cambra
25777,Argentina,83,22,Mendoza Province,Mendoza,Cabernet Sauvignon,Kaiken
25778,Spain,83,14,Levante,Vino de la Tierra de Castelló,White Blend,Les Useres
25779,Portugal,83,10,Tejo,,Portuguese White,Quinta do Casal Branco
25780,Spain,83,14,Catalonia,Cava,Sparkling Blend,Segura Viudas
25781,US,83,15,California,San Lucas,Cabernet Sauvignon,Lockwood
25782,US,83,30,California,Monterey,Chardonnay,Loft
25783,Argentina,83,25,Mendoza Province,Valle de Uco,Rosé,SignoSeis
25784,Spain,83,13,Levante,Valencia,Moscato,Anecoop
25785,Spain,83,20,Spain Other,Spain,Moscatel,Bodegas Gutiérrez de la Vega
25786,Spain,83,31,Northern Spain,Rioja,Tempranillo,Marqués de Cáceres
25787,Argentina,83,13,Other,San Juan,Malbec,Casa Montes
25788,Spain,83,10,Northern Spain,Rioja,Tempranillo,La Cuna de la Poesia
25789,Argentina,83,15,Mendoza Province,La Consulta,Cabernet Sauvignon,Angulo Innocenti
25790,Spain,83,10,Northern Spain,Rioja,Tempranillo Blend,Burgo Viejo
25791,US,82,19,California,Yountville,Sauvignon Blanc,Voss
25792,Spain,82,10,Levante,Valencia,Bobal,Tarantas
25793,US,82,14,California,California,Pinot Noir,Block Nine
25794,Spain,82,14,Northern Spain,Rioja,Tempranillo Blend,Bodegas Tobía
25795,Argentina,82,15,Mendoza Province,Mendoza,Malbec,Region 1
25796,Spain,82,10,Levante,Valencia,Sparkling Blend,Tarantas
25797,US,90,25,Oregon,Chehalem Mountains,Pinot Blanc,Adelsheim
25798,France,90,50,Champagne,Champagne,Champagne Blend,Ayala
25799,France,90,66,Champagne,Champagne,Champagne Blend,Boizel
25800,Spain,90,15,Northern Spain,Bierzo,Mencía,Vinos de Arganza
25801,France,90,80,Burgundy,Chablis,Chardonnay,Domaine Vrignaud
25802,Germany,90,37,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
25803,Germany,90,26,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
25804,Argentina,90,17,Mendoza Province,Mendoza,Cabernet Franc,Durigutti
25805,Argentina,90,19,Mendoza Province,Mendoza,Malbec,Finca Perdriel
25806,Italy,90,45,Lombardy,Franciacorta,Sparkling Blend,Fratelli Berlucchi
25807,US,90,30,California,Sonoma Coast,Pinot Noir,Garnet
25808,Germany,90,31,Mosel,,Riesling,Joh. Jos. Prüm
25809,Italy,90,151,Veneto,Amarone della Valpolicella Classico,Red Blend,Le Salette
25810,Germany,90,60,Mosel,,Riesling,Maximin Grünhäuser
25811,Italy,90,20,Veneto,Prosecco,Glera,Ca' dei Zago
25812,France,90,30,Alsace,Crémant d'Alsace,Sparkling Blend,Domaine Charles Baur
25813,France,90,72,Burgundy,Beaune,Chardonnay,Albert Morot
25814,Spain,90,25,Northern Spain,Rioja,Tempranillo,Altos del Marqués
